label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21
A,0.5878918766975403,0.5037679672241211,0.42659857869148254,0.3569657802581787,0.28364670276641846,0.48539605736732483,0.44693493843078613,0.42445021867752075,0.4078183174133301,0.5527780055999756,0.5386017560958862,0.5312607884407043,0.5277186632156372,0.6180610656738281,0.6375930309295654,0.6522690057754517,0.6626630425453186,0.6786627173423767,0.709077000617981,0.7271045446395874,0.7403724193572998,0.7314398288726807,0.7205814719200134,0.6800428032875061,0.6465396881103516,0.6221354007720947,0.4861386716365814,0.331945538520813,0.23262549936771393,0.14248409867286682,0.47462528944015503,0.2992715835571289,0.18720054626464844,0.08799520134925842,0.5049933791160583,0.3446103632450104,0.23573391139507294,0.14002636075019836,0.5615829229354858,0.4372119903564453,0.35117942094802856,0.2671184539794922,1.0207572813669685e-06,-0.06534387916326523,-0.12069537490606308,-0.16831424832344055,-0.22095006704330444,-0.13721692562103271,-0.19831843674182892,-0.2385173887014389,-0.2671818733215332,-0.14498649537563324,-0.2016206830739975,-0.23808230459690094,-0.2664681077003479,-0.1553337574005127,-0.21170707046985626,-0.24173706769943237,-0.2632478177547455,-0.1690470427274704,-0.21911177039146423,-0.2383425384759903,-0.25244539976119995
A,0.5962128043174744,0.5058213472366333,0.42736703157424927,0.3569309711456299,0.2841796875,0.4847056269645691,0.44446757435798645,0.4198985695838928,0.40136659145355225,0.5525826215744019,0.5351327657699585,0.5255199670791626,0.520889163017273,0.6182655096054077,0.6363677382469177,0.6496752500534058,0.6590081453323364,0.6787422299385071,0.7087200880050659,0.7244844436645508,0.7361148595809937,0.7327523231506348,0.7230943441390991,0.68454909324646,0.6532683372497559,0.6345849633216858,0.4926496744155884,0.33709678053855896,0.2391970455646515,0.14986741542816162,0.47900304198265076,0.30733028054237366,0.1960221230983734,0.09571945667266846,0.5078936219215393,0.35134047269821167,0.24550333619117737,0.15220186114311218,0.562085747718811,0.4413032829761505,0.3572574853897095,0.27377867698669434,9.690622846392216e-07,-0.06367184221744537,-0.11800215393304825,-0.1650427281856537,-0.21727921068668365,-0.13700810074806213,-0.198076993227005,-0.23761774599552155,-0.26565369963645935,-0.14481937885284424,-0.20164522528648376,-0.2377818375825882,-0.26584741473197937,-0.15500512719154358,-0.2105513960123062,-0.24072511494159698,-0.2624860405921936,-0.16847674548625946,-0.2177852839231491,-0.23738542199134827,-0.2517522871494293
A,0.5931879878044128,0.5055275559425354,0.42957746982574463,0.3583463430404663,0.2837439179420471,0.4888591170310974,0.4473304748535156,0.422176718711853,0.40383562445640564,0.5565279722213745,0.5403689742088318,0.532461941242218,0.5295180082321167,0.6225605010986328,0.639804482460022,0.6532410979270935,0.6628023982048035,0.6831775903701782,0.7119858860969543,0.7269981503486633,0.7378302812576294,0.7464045286178589,0.7323640584945679,0.6924666166305542,0.6588091850280762,0.6343400478363037,0.4957566261291504,0.34080830216407776,0.24145138263702393,0.1501123011112213,0.4862980842590332,0.3119109869003296,0.1987634301185608,0.09782055020332336,0.5188907980918884,0.3571877181529999,0.24859051406383514,0.15186741948127747,0.5765898823738098,0.4549279510974884,0.3687310218811035,0.28241026401519775,1.0272377721776138e-06,-0.06459791958332062,-0.12017405033111572,-0.16842801868915558,-0.2215186208486557,-0.13577958941459656,-0.19691941142082214,-0.23678074777126312,-0.2650608420372009,-0.14403624832630157,-0.20064783096313477,-0.23598700761795044,-0.26312506198883057,-0.15499290823936462,-0.2108796089887619,-0.23926739394664764,-0.2594609260559082,-0.16938376426696777,-0.21909642219543457,-0.23740287125110626,-0.25050562620162964
A,0.6002383828163147,0.5125894546508789,0.43479400873184204,0.36199408769607544,0.2870475649833679,0.49395257234573364,0.4501863121986389,0.42419296503067017,0.40526413917541504,0.5611616373062134,0.5459715127944946,0.5363143086433411,0.531434178352356,0.626213550567627,0.6450827717781067,0.6587095260620117,0.6687428951263428,0.6859325170516968,0.7164974808692932,0.7329083681106567,0.7453084588050842,0.7435245513916016,0.7285525798797607,0.6882495880126953,0.6567545533180237,0.6380002498626709,0.5041669607162476,0.3503010869026184,0.2515876293182373,0.16225656867027283,0.49270546436309814,0.3218611180782318,0.21122920513153076,0.11343938112258911,0.5225158333778381,0.3644072115421295,0.2574434280395508,0.16382557153701782,0.5777472853660583,0.45890384912490845,0.3738657832145691,0.2896720767021179,9.447269917473022e-07,-0.06299606710672379,-0.11645306646823883,-0.1626162827014923,-0.21361315250396729,-0.1330416202545166,-0.19208481907844543,-0.22984206676483154,-0.2563878893852234,-0.1405760645866394,-0.19426701962947845,-0.22719474136829376,-0.25277894735336304,-0.15068091452121735,-0.20348100364208221,-0.230459064245224,-0.24999183416366577,-0.1642007678747177,-0.2115483433008194,-0.2287774682044983,-0.24124084413051605
A,0.6014505624771118,0.5139040946960449,0.43746525049209595,0.364854633808136,0.2897762656211853,0.4990437924861908,0.45906132459640503,0.4349028468132019,0.41761595010757446,0.5668055415153503,0.5589548349380493,0.5513527989387512,0.5471869707107544,0.6319823861122131,0.6533305048942566,0.667059063911438,0.676933228969574,0.6915706396102905,0.7242201566696167,0.7410875558853149,0.753309965133667,0.7606837749481201,0.7430331110954285,0.6982121467590332,0.6599425673484802,0.6343878507614136,0.5057796835899353,0.352744996547699,0.25389665365219116,0.16504743695259094,0.4968626797199249,0.3362775444984436,0.23799565434455872,0.15064647793769836,0.5267475843429565,0.37169167399406433,0.2649695873260498,0.17095935344696045,0.5822634100914001,0.4621928632259369,0.37833094596862793,0.29509657621383667,8.807565450297261e-07,-0.0628543496131897,-0.11450699716806412,-0.15863104164600372,-0.20681892335414886,-0.12347676604986191,-0.17902697622776031,-0.2157706618309021,-0.24208880960941315,-0.12949097156524658,-0.18112391233444214,-0.21277038753032684,-0.23710328340530396,-0.1386736035346985,-0.1905137002468109,-0.21614094078540802,-0.23451495170593262,-0.15128852427005768,-0.1980365365743637,-0.21450366079807281,-0.22610411047935486
A,0.6090127229690552,0.5195469260215759,0.440608412027359,0.3670044541358948,0.2940453886985779,0.5046485662460327,0.464435875415802,0.43974703550338745,0.42101919651031494,0.5717058777809143,0.5648118853569031,0.5571990609169006,0.5511645674705505,0.6357556581497192,0.6566518545150757,0.6671346426010132,0.6731749773025513,0.6943333148956299,0.7295880317687988,0.7480188608169556,0.7610046863555908,0.7645255327224731,0.7406772375106812,0.6950865983963013,0.6597718000411987,0.6356204152107239,0.5029646754264832,0.3496023416519165,0.2516877055168152,0.16505426168441772,0.49446067214012146,0.3279343843460083,0.22419854998588562,0.1326150894165039,0.5241376757621765,0.36586883664131165,0.2591361105442047,0.16368094086647034,0.5801462531089783,0.4617219567298889,0.3777085542678833,0.29393133521080017,8.909266284717887e-07,-0.05691646412014961,-0.10542532801628113,-0.14777246117591858,-0.1943788230419159,-0.11414480954408646,-0.16794760525226593,-0.20348267257213593,-0.2288501113653183,-0.12307959049940109,-0.1724100410938263,-0.20417410135269165,-0.22859954833984375,-0.1350909322500229,-0.18494611978530884,-0.21163292229175568,-0.23097914457321167,-0.15012548863887787,-0.1953662782907486,-0.21200518310070038,-0.22377358376979828
A,0.6080395579338074,0.5196893215179443,0.442821741104126,0.37084197998046875,0.29909002780914307,0.5092369318008423,0.470941424369812,0.4479730725288391,0.43185287714004517,0.577619194984436,0.5729886889457703,0.5680810213088989,0.5655367374420166,0.6421456336975098,0.6637772917747498,0.6737111806869507,0.6801095604896545,0.7003014087677002,0.7366840243339539,0.7567624449729919,0.7718064785003662,0.7586231231689453,0.7398354411125183,0.697585940361023,0.6598705053329468,0.6313723921775818,0.5055055618286133,0.35097622871398926,0.250457763671875,0.16100871562957764,0.4979630708694458,0.33271080255508423,0.22841361165046692,0.1367313265800476,0.5272068977355957,0.3700215220451355,0.263022780418396,0.1678338348865509,0.5822588801383972,0.4653920829296112,0.38221222162246704,0.29963117837905884,8.969349210019573e-07,-0.05876228213310242,-0.10718581825494766,-0.1492825448513031,-0.19537749886512756,-0.11351916939020157,-0.16632458567619324,-0.20138099789619446,-0.22648431360721588,-0.12090545892715454,-0.16834332048892975,-0.1988721787929535,-0.2227553129196167,-0.1316412091255188,-0.18030637502670288,-0.2058514803647995,-0.22447839379310608,-0.14575839042663574,-0.19112004339694977,-0.20764636993408203,-0.2191508710384369
A,0.6156944036483765,0.5256114602088928,0.4476418197154999,0.37758421897888184,0.3073664903640747,0.5173845887184143,0.4817621409893036,0.45912498235702515,0.44292664527893066,0.5870979428291321,0.5873053073883057,0.5886775851249695,0.5918838977813721,0.6520790457725525,0.6734113097190857,0.6829996109008789,0.6883089542388916,0.7114734649658203,0.7491596937179565,0.7677968740463257,0.7804914712905884,0.7661132216453552,0.7448040246963501,0.7020260691642761,0.6629765629768372,0.6313413977622986,0.5006118416786194,0.34536850452423096,0.2426643967628479,0.1527329683303833,0.49405398964881897,0.330707311630249,0.22884711623191833,0.13935458660125732,0.5243568420410156,0.3645881414413452,0.25904417037963867,0.16436415910720825,0.5801730155944824,0.46389341354370117,0.38088253140449524,0.2977559566497803,9.089903301173763e-07,-0.05854896083474159,-0.10846100747585297,-0.15246166288852692,-0.20018990337848663,-0.1107875183224678,-0.164107084274292,-0.2002493292093277,-0.22645282745361328,-0.1187436431646347,-0.167537659406662,-0.1988268792629242,-0.2229461520910263,-0.13039907813072205,-0.1797558069229126,-0.2057117521762848,-0.22475247085094452,-0.1454893797636032,-0.19051986932754517,-0.20735447108745575,-0.21925733983516693
A,0.6191195249557495,0.530437707901001,0.45246487855911255,0.3810994029045105,0.3098222613334656,0.5239428877830505,0.49124467372894287,0.47041213512420654,0.45539596676826477,0.5942069292068481,0.5983746647834778,0.6051950454711914,0.6133487224578857,0.6597651839256287,0.6822943091392517,0.6938999891281128,0.7021517753601074,0.7199053168296814,0.7594199776649475,0.7799478769302368,0.7949970960617065,0.7663767337799072,0.740128219127655,0.6940745711326599,0.6549633145332336,0.6205018162727356,0.49405142664909363,0.3378352224826813,0.23397687077522278,0.14358028769493103,0.4879233241081238,0.3209444284439087,0.2162119448184967,0.1252499222755432,0.5198466777801514,0.35992276668548584,0.2536051571369171,0.15844696760177612,0.5782987475395203,0.46513211727142334,0.3815914988517761,0.29882553219795227,9.535924050396716e-07,-0.05849765986204147,-0.10820578783750534,-0.1519353836774826,-0.1995716542005539,-0.11183670163154602,-0.16634763777256012,-0.20309576392173767,-0.2296546995639801,-0.12029199302196503,-0.16949580609798431,-0.20097075402736664,-0.22527505457401276,-0.13252392411231995,-0.18260015547275543,-0.2089855819940567,-0.22836841642856598,-0.148142009973526,-0.19395697116851807,-0.21121308207511902,-0.2233942747116089
A,0.6360964179039001,0.541869044303894,0.4580424726009369,0.3859718143939972,0.3158518671989441,0.5331969261169434,0.5029134750366211,0.48344528675079346,0.46951285004615784,0.6041232347488403,0.6123324632644653,0.6211984753608704,0.6313412189483643,0.6697679758071899,0.6965204477310181,0.7102361917495728,0.7200405597686768,0.7296398878097534,0.7704119682312012,0.7919185161590576,0.8072174787521362,0.7421492338180542,0.7239986658096313,0.6842983961105347,0.646295964717865,0.610468327999115,0.49248528480529785,0.33549559116363525,0.2297166883945465,0.13863849639892578,0.4876304268836975,0.32038938999176025,0.2145576775074005,0.1245993971824646,0.5186824202537537,0.3593039810657501,0.251058429479599,0.156009703874588,0.5749364495277405,0.4585922658443451,0.37427306175231934,0.29191792011260986,9.4833023922547e-07,-0.060548003762960434,-0.11176461726427078,-0.15649200975894928,-0.20549215376377106,-0.12058398127555847,-0.17757083475589752,-0.21505975723266602,-0.24159254133701324,-0.12828294932842255,-0.1791050285100937,-0.20949110388755798,-0.23326924443244934,-0.13972029089927673,-0.19045348465442657,-0.21572300791740417,-0.2345038205385208,-0.1547410637140274,-0.20102320611476898,-0.21796593070030212,-0.23005656898021698
A,0.6484149694442749,0.556739866733551,0.47163790464401245,0.3941733241081238,0.3215131461620331,0.5436599254608154,0.5135274529457092,0.4916139841079712,0.4760153293609619,0.6152306795120239,0.6278618574142456,0.6383219957351685,0.6494166851043701,0.6812816858291626,0.7098782658576965,0.7260090112686157,0.7383604645729065,0.7416614294052124,0.7809847593307495,0.8035002946853638,0.8201015591621399,0.7434719204902649,0.7194181680679321,0.6742350459098816,0.6380683183670044,0.6052120327949524,0.4862361252307892,0.3266320824623108,0.21977007389068604,0.12749534845352173,0.480682373046875,0.31034767627716064,0.2049330770969391,0.11639797687530518,0.5129365921020508,0.3512086272239685,0.24150854349136353,0.14514052867889404,0.5716533660888672,0.45268556475639343,0.3672170042991638,0.2831321358680725,9.615927183403983e-07,-0.058783937245607376,-0.10841500014066696,-0.15160326659679413,-0.1994202584028244,-0.1175442710518837,-0.17338229715824127,-0.2112807184457779,-0.23855805397033691,-0.1261310875415802,-0.17570890486240387,-0.2062104493379593,-0.23021580278873444,-0.13824065029621124,-0.18943360447883606,-0.21472997963428497,-0.23328761756420135,-0.15356652438640594,-0.20082537829875946,-0.21713145077228546,-0.22860494256019592
A,0.6499466896057129,0.5586018562316895,0.4741162359714508,0.3988485634326935,0.3264409899711609,0.549754798412323,0.5201578140258789,0.5004194974899292,0.4880666732788086,0.6229627132415771,0.6423425674438477,0.6588885188102722,0.6773934960365295,0.6897785663604736,0.7215965986251831,0.7417927384376526,0.7598794102668762,0.750880777835846,0.7874656915664673,0.808008074760437,0.8242630362510681,0.7301514744758606,0.7129431962966919,0.6690734624862671,0.6316466331481934,0.5980531573295593,0.4821711778640747,0.32010167837142944,0.21191957592964172,0.1187991201877594,0.4773402512073517,0.3085252046585083,0.20143908262252808,0.11370831727981567,0.5102893114089966,0.350325345993042,0.23974743485450745,0.14250615239143372,0.5682820081710815,0.44960078597068787,0.36247026920318604,0.27697962522506714,1.0139001460629515e-06,-0.06326467543840408,-0.11514207720756531,-0.15969295799732208,-0.20897701382637024,-0.12661586701869965,-0.18468455970287323,-0.22308684885501862,-0.2503434121608734,-0.13354995846748352,-0.18499049544334412,-0.21435347199440002,-0.23742127418518066,-0.14426188170909882,-0.19572646915912628,-0.2188747376203537,-0.2360341101884842,-0.1587599217891693,-0.20589733123779297,-0.22102083265781403,-0.2317676544189453
A,0.6538970470428467,0.5609193444252014,0.47483140230178833,0.4016522765159607,0.32963287830352783,0.55340975522995,0.5240042805671692,0.5060973763465881,0.49545949697494507,0.6269845962524414,0.6470109820365906,0.6631399989128113,0.6816099286079407,0.6930662393569946,0.7277401089668274,0.7496490478515625,0.7696784138679504,0.7525970935821533,0.791733980178833,0.8132556080818176,0.830043375492096,0.7212955951690674,0.7078097462654114,0.6640194058418274,0.6240497827529907,0.5904308557510376,0.4749217629432678,0.3122885525226593,0.20529690384864807,0.11349841952323914,0.47014403343200684,0.2909502685070038,0.1795792281627655,0.08904370665550232,0.5043585300445557,0.3406751751899719,0.232618048787117,0.13889634609222412,0.5649958848953247,0.44665366411209106,0.36067822575569153,0.2775450646877289,1.0516497468415764e-06,-0.06360608339309692,-0.11543919146060944,-0.15960076451301575,-0.208452045917511,-0.12803755700588226,-0.18465347588062286,-0.22142855823040009,-0.24724963307380676,-0.13488589227199554,-0.1831427812576294,-0.21197810769081116,-0.23511731624603271,-0.14519202709197998,-0.19369499385356903,-0.21709813177585602,-0.2347746640443802,-0.15931729972362518,-0.20424483716487885,-0.21894918382167816,-0.22959928214550018
